File Name,Flat Fee,Annual fee threshold 1,Annual fee Threshold 2,Annual fee Threshold 3,Annual fee Threshold 4,Annual fee Threshold 5,Annual fee Threshold 6,Annual fee Threshold 7,Annual fee Threshold 8,Minimum investment (Amount/No),Negotiable (Yes/No),Negotiable threshold (Number/ N/A),Verification Summary,Digit % Count,Dollar Count,Fee Count,Text Length,adviser_id1,adviser_id2,sequence_num,filing_date,Annual fee threshold 1_clean,Annual fee threshold 1_lower_bound,Annual fee threshold 1_upper_bound,Annual fee threshold 1_fee_pct,Annual fee Threshold 2_clean,Annual fee Threshold 2_lower_bound,Annual fee Threshold 2_upper_bound,Annual fee Threshold 2_fee_pct,Annual fee Threshold 3_clean,Annual fee Threshold 3_lower_bound,Annual fee Threshold 3_upper_bound,Annual fee Threshold 3_fee_pct,Annual fee Threshold 4_clean,Annual fee Threshold 4_lower_bound,Annual fee Threshold 4_upper_bound,Annual fee Threshold 4_fee_pct,Annual fee Threshold 5_clean,Annual fee Threshold 5_lower_bound,Annual fee Threshold 5_upper_bound,Annual fee Threshold 5_fee_pct,Annual fee Threshold 6_clean,Annual fee Threshold 6_lower_bound,Annual fee Threshold 6_upper_bound,Annual fee Threshold 6_fee_pct,Annual fee Threshold 7_clean,Annual fee Threshold 7_lower_bound,Annual fee Threshold 7_upper_bound,Annual fee Threshold 7_fee_pct,Annual fee Threshold 8_clean,Annual fee Threshold 8_lower_bound,Annual fee Threshold 8_upper_bound,Annual fee Threshold 8_fee_pct,Negotiable threshold (Number/ N/A)_clean,Negotiable threshold (Number/ N/A)_lower_bound,Negotiable threshold (Number/ N/A)_upper_bound,Negotiable threshold (Number/ N/A)_fee_pct,flat_fee_clean,has_flat_fee,min_investment_clean,has_min_investment,negotiable_clean,negotiable_threshold_clean,fee_structure_type,fee_tier_count,potential_multiple_products,filing_year
formadv_part2_1_extracted\104573_49594_4_20120321_fees_section.txt.txt,No,"$0 - $10,000,000 (0.85%) [VERIFIED]","$10,000,001 - $25,000,000 (0.80%) [VERIFIED]","$25,000,001+ (Negotiable) [VERIFIED]","$0 - $5,000,000 (0.75%) [VERIFIED]","$5,000,001+ (0.50%) [VERIFIED]","$0 - $5,000,000 (0.60%) [VERIFIED]","$5,000,001+ (0.40%) [VERIFIED]",,No,Yes,"$25,000,000 [VERIFIED]","2,3,4,5,6,7,8,12",9,7,58,9420,104573,49594,4,2012-03-21,$0 - $10000000 (0.85%),0.0,10000000.0,0.85,$10000001 - $25000000 (0.80%),10000001.0,25000000.0,0.8,,,,,$0 - $5000000 (0.75%),0.0,5000000.0,0.75,,,,,$0 - $5000000 (0.60%),0.0,5000000.0,0.6,,,,,,,,,,,,,,False,,False,True,25000000.0,Tiered,4,False,2012
formadv_part2_1_extracted\104573_49594_5_20120817_fees_section.txt.txt,No,"$0 - $10,000,000 (0.85%) [VERIFIED]","$10,000,001 - $25,000,000 (0.80%) [VERIFIED]","$25,000,001+ (Negotiable) [VERIFIED]","$0 - $5,000,000 (0.75%) [VERIFIED]","$5,000,001+ (0.50%) [VERIFIED]","$0 - $5,000,000 (0.60%) [VERIFIED]","$5,000,001+ (0.40%) [VERIFIED]",,N/a,Yes,"$25,000,000 [VERIFIED]","2,3,4,5,6,7,8,12",9,7,58,9506,104573,49594,5,2012-08-17,$0 - $10000000 (0.85%),0.0,10000000.0,0.85,$10000001 - $25000000 (0.80%),10000001.0,25000000.0,0.8,,,,,$0 - $5000000 (0.75%),0.0,5000000.0,0.75,,,,,$0 - $5000000 (0.60%),0.0,5000000.0,0.6,,,,,,,,,,,,,,False,,False,True,25000000.0,Tiered,4,False,2012
formadv_part2_1_extracted\104573_49594_6_20130313_fees_section.txt.txt,No,"$0 - $10,000,000 (0.85%) [VERIFIED]","$10,000,001 - $25,000,000 (0.80%) [VERIFIED]","$25,000,001+ (Negotiable) [VERIFIED]","$0 - $5,000,000 (0.75%) [VERIFIED]","$5,000,001+ (0.50%) [VERIFIED]","$0 - $5,000,000 (0.60%) [VERIFIED]","$5,000,001+ (0.40%) [VERIFIED]",,N/a,Yes,"$25,000,000 [VERIFIED]","2,3,4,5,6,7,8,12",9,7,58,9526,104573,49594,6,2013-03-13,$0 - $10000000 (0.85%),0.0,10000000.0,0.85,$10000001 - $25000000 (0.80%),10000001.0,25000000.0,0.8,,,,,$0 - $5000000 (0.75%),0.0,5000000.0,0.75,,,,,$0 - $5000000 (0.60%),0.0,5000000.0,0.6,,,,,,,,,,,,,,False,,False,True,25000000.0,Tiered,4,False,2013
formadv_part2_1_extracted\104573_49594_7_20130411_fees_section.txt.txt,No,"$0 - $10,000,000 (0.85%) [VERIFIED]","$10,000,001 - $25,000,000 (0.80%) [VERIFIED]","$25,000,001+ (Negotiable) [VERIFIED]","$0 - $5,000,000 (0.75%) [VERIFIED]","$5,000,001+ (0.50%) [VERIFIED]","$0 - $5,000,000 (0.60%) [VERIFIED]","$5,000,001+ (0.40%) [VERIFIED]",,N/a,Yes,"$25,000,000 [VERIFIED]","2,3,4,5,6,7,8,12",9,7,58,9526,104573,49594,7,2013-04-11,$0 - $10000000 (0.85%),0.0,10000000.0,0.85,$10000001 - $25000000 (0.80%),10000001.0,25000000.0,0.8,,,,,$0 - $5000000 (0.75%),0.0,5000000.0,0.75,,,,,$0 - $5000000 (0.60%),0.0,5000000.0,0.6,,,,,,,,,,,,,,False,,False,True,25000000.0,Tiered,4,False,2013
formadv_part2_1_extracted\104573_49594_8_20130515_fees_section.txt.txt,No,"$0 - $10,000,000 (0.85%) [VERIFIED]","$10,000,001 - $25,000,000 (0.80%) [VERIFIED]","$25,000,001+ (Negotiable) [VERIFIED]","$0 - $5,000,000 (0.75%) [VERIFIED]","$5,000,001+ (0.50%) [VERIFIED]","$0 - $5,000,000 (0.60%) [VERIFIED]","$5,000,001+ (0.40%) [VERIFIED]",,N/a,Yes,"$25,000,000 [VERIFIED]","2,3,4,5,6,7,8,12",9,7,58,9526,104573,49594,8,2013-05-15,$0 - $10000000 (0.85%),0.0,10000000.0,0.85,$10000001 - $25000000 (0.80%),10000001.0,25000000.0,0.8,,,,,$0 - $5000000 (0.75%),0.0,5000000.0,0.75,,,,,$0 - $5000000 (0.60%),0.0,5000000.0,0.6,,,,,,,,,,,,,,False,,False,True,25000000.0,Tiered,4,False,2013
formadv_part2_1_extracted\104573_49594_9_20131025_fees_section.txt.txt,No,"$0 - $10,000,000 (0.85%) [VERIFIED]","$10,000,001 - $25,000,000 (0.80%) [VERIFIED]","$25,000,000+ (Negotiable) [VERIFIED]",,,,,,No,Yes,"$25,000,000 [VERIFIED]","2,3,4,12",10,11,47,8621,104573,49594,9,2013-10-25,$0 - $10000000 (0.85%),0.0,10000000.0,0.85,$10000001 - $25000000 (0.80%),10000001.0,25000000.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,True,25000000.0,Tiered,2,False,2013
formadv_part2_1_extracted\104574_144751_1_20150331_fees_section.txt.txt,No,,,,,,,,,No,Yes,No,,4,3,52,6140,104574,144751,1,2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,True,,Unknown,0,False,2015
formadv_part2_1_extracted\104574_251462_1_20160311_fees_section.txt.txt,No,,,,,,,,,No,Yes,No,,3,3,48,5642,104574,251462,1,2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,True,,Unknown,0,False,2016
formadv_part2_1_extracted\104574_251462_2_20170217_fees_section.txt.txt,No,,,,,,,,,No,Yes,No,,3,3,48,5630,104574,251462,2,2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,True,,Unknown,0,False,2017
formadv_part2_1_extracted\104574_251462_3_20170227_fees_section.txt.txt,No,,,,,,,,,No,Yes,No,,3,2,48,5544,104574,251462,3,2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,True,,Unknown,0,False,2017
formadv_part2_1_extracted\104574_251462_4_20180315_fees_section.txt.txt,No,,,,,,,,,No,Yes,No,,3,2,48,5529,104574,251462,4,2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,True,,Unknown,0,False,2018
formadv_part2_1_extracted\104574_41155_1_20110328_fees_section.txt.txt,"$5,000 or 1% [VERIFIED]","$0 - $5,000,000 (1%) [VERIFIED]","$5,000,001 - $10,000,000 (0.75%) [VERIFIED]","$10,000,001 - $20,000,000 (0.50%) [VERIFIED]","$20,000,001+ (Negotiated) [VERIFIED]",,,,,No,Yes,"$20,000,000 [VERIFIED]","1,2,3,4,5,12",3,7,31,2933,104574,41155,1,2011-03-28,$0 - $5000000 (1%),0.0,5000000.0,1.0,$5000001 - $10000000 (0.75%),5000001.0,10000000.0,0.75,$10000001 - $20000000 (0.50%),10000001.0,20000000.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,True,,False,True,20000000.0,Flat Fee,3,False,2011
formadv_part2_1_extracted\104574_41155_2_20120327_fees_section.txt.txt,"$5,000 or 1% [VERIFIED]","$0 - $5,000,000 (1%) [VERIFIED]","$5,000,001 - $10,000,000 (0.75%) [VERIFIED]","$10,000,001 - $20,000,000 (0.50%) [VERIFIED]","$20,000,001+ (Negotiable) [VERIFIED]",,,,,No,Yes,No,"1,2,3,4,5",5,11,33,3729,104574,41155,2,2012-03-27,$0 - $5000000 (1%),0.0,5000000.0,1.0,$5000001 - $10000000 (0.75%),5000001.0,10000000.0,0.75,$10000001 - $20000000 (0.50%),10000001.0,20000000.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,True,,False,True,,Flat Fee,3,False,2012
formadv_part2_1_extracted\104574_41155_3_20120327_fees_section.txt.txt,"$5,000 or 1% [VERIFIED]","$0 - $5,000,000 (1%) [VERIFIED]","$5,000,001 - $10,000,000 (0.75%) [VERIFIED]","$10,000,001 - $20,000,000 (0.50%) [VERIFIED]","$20,000,001+ (Negotiated) [VERIFIED]",,,,,No,Yes,No,"1,2,3,4,5",5,11,33,3729,104574,41155,3,2012-03-27,$0 - $5000000 (1%),0.0,5000000.0,1.0,$5000001 - $10000000 (0.75%),5000001.0,10000000.0,0.75,$10000001 - $20000000 (0.50%),10000001.0,20000000.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,True,,False,True,,Flat Fee,3,False,2012
formadv_part2_1_extracted\104574_41155_4_20130326_fees_section.txt.txt,No,"$0 - $5,000,000 (1%) [VERIFIED]","$5,000,001 - $10,000,000 (0.75%) [VERIFIED]","$10,000,001 - $20,000,000 (0.50%) [VERIFIED]","$20,000,001+ (Negotiated) [VERIFIED]",,,,,"$5,000 [VERIFIED]",Yes,"$20,000,000 [VERIFIED]","2,3,4,5,10,12",5,11,33,3702,104574,41155,4,2013-03-26,$0 - $5000000 (1%),0.0,5000000.0,1.0,$5000001 - $10000000 (0.75%),5000001.0,10000000.0,0.75,$10000001 - $20000000 (0.50%),10000001.0,20000000.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,5000.0,True,True,20000000.0,Tiered,3,False,2013
formadv_part2_1_extracted\104574_41155_5_20140328_fees_section.txt.txt,No,"$0 - $5,000,000 (1%) [VERIFIED]","$5,000,001 - $10,000,000 (0.75%) [VERIFIED]","$10,000,001 - $20,000,000 (0.50%) [VERIFIED]","$20,000,000+ (Negotiated) [VERIFIED]",,,,,No,Yes,"$20,000,000 [VERIFIED]","2,3,4,5,12",5,9,33,3720,104574,41155,5,2014-03-28,$0 - $5000000 (1%),0.0,5000000.0,1.0,$5000001 - $10000000 (0.75%),5000001.0,10000000.0,0.75,$10000001 - $20000000 (0.50%),10000001.0,20000000.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,True,20000000.0,Tiered,3,False,2014
formadv_part2_1_extracted\104574_41156_1_20110328_fees_section.txt.txt,No fee information available.,,,,,,,,,-1,-1,,-1,0,0,3,732,104574,41156,1,2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2011
formadv_part2_1_extracted\104574_41156_2_20130326_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,0,0,3,731,104574,41156,2,2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2013
formadv_part2_1_extracted\104574_41156_3_20140328_fees_section.txt.txt,No fee information available.,,,,,,,,,-1,-1,,-1,0,0,0,0,104574,41156,3,2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2014
formadv_part2_1_extracted\104574_41157_1_20110328_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,0,0,3,732,104574,41157,1,2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2011
formadv_part2_1_extracted\104574_41157_2_20130326_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,0,0,3,732,104574,41157,2,2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2013
formadv_part2_1_extracted\104574_41157_3_20140328_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,0,0,0,0,104574,41157,3,2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2014
formadv_part2_1_extracted\104574_41158_1_20110328_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,0,0,3,732,104574,41158,1,2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2011
formadv_part2_1_extracted\104574_41158_2_20130326_fees_section.txt.txt,No fee information available.,,,,,,,,,-1,-1,,-1,0,0,3,730,104574,41158,2,2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2013
formadv_part2_1_extracted\104574_41158_3_20140328_fees_section.txt.txt,No fee information available.,,,,,,,,,-1,-1,,-1,0,0,0,0,104574,41158,3,2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2014
formadv_part2_1_extracted\104577_100420_1_20130516_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,$0 [VERIFIED],Yes,No,"2,3,4,10",22,54,61,8071,104577,100420,1,2013-05-16,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,True,True,,Tiered,2,False,2013
formadv_part2_1_extracted\104577_102562_1_20130724_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,"$1,000 [VERIFIED]",Yes,No,"2,3,4,10",19,51,55,7683,104577,102562,1,2013-07-24,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1000.0,True,True,,Tiered,2,False,2013
formadv_part2_1_extracted\104577_106832_1_20131209_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,"$1,000 [VERIFIED]",Yes,No,"2,3,4,10",19,51,55,7665,104577,106832,1,2013-12-09,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1000.0,True,True,,Tiered,2,False,2013
formadv_part2_1_extracted\104577_108217_1_20140122_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,"$1,000 [VERIFIED]",Yes,No,"2,3,4,10",19,51,55,7665,104577,108217,1,2014-01-22,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1000.0,True,True,,Tiered,2,False,2014
formadv_part2_1_extracted\104577_118070_1_20140429_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,$175 [VERIFIED],Yes,No,"2,3,4,10",21,58,57,7905,104577,118070,1,2014-04-29,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,175.0,True,True,,Tiered,2,False,2014
formadv_part2_1_extracted\104577_118070_2_20140430_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,$175 [VERIFIED],Yes,No,"2,3,4,10",21,58,57,7899,104577,118070,2,2014-04-30,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,175.0,True,True,,Tiered,2,False,2014
formadv_part2_1_extracted\104577_124088_1_20141103_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,$0 [VERIFIED],Yes,No,"2,3,4,10",21,58,57,7899,104577,124088,1,2014-11-03,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,True,True,,Tiered,2,False,2014
formadv_part2_1_extracted\104577_126480_1_20150115_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,"$1,000 [VERIFIED]",Yes,No,"2,3,4,10",21,58,57,7888,104577,126480,1,2015-01-15,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1000.0,True,True,,Tiered,2,False,2015
formadv_part2_1_extracted\104577_126480_2_20150401_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,$0 [VERIFIED],Yes,No,"2,3,4,10",22,60,57,7927,104577,126480,2,2015-04-01,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,True,True,,Tiered,2,False,2015
formadv_part2_1_extracted\104577_226258_1_20150708_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,"$1,000 [VERIFIED]",Yes,No,"2,3,4,10",22,60,57,7927,104577,226258,1,2015-07-08,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1000.0,True,True,,Tiered,2,False,2015
formadv_part2_1_extracted\104577_44768_1_20110330_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,"$1,100 [VERIFIED]",Yes,No,"2,3,4,5,10",22,41,52,7004,104577,44768,1,2011-03-30,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,1100.0,True,True,,Tiered,3,False,2011
formadv_part2_1_extracted\104577_44768_2_20110503_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,"$1,100 [VERIFIED]",Yes,No,"2,3,4,5,10",22,41,52,7004,104577,44768,2,2011-05-03,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,1100.0,True,True,,Tiered,3,False,2011
formadv_part2_1_extracted\104577_61601_1_20110818_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,"$1,100 [VERIFIED]",Yes,No,"2,3,4,5,10",25,47,55,7498,104577,61601,1,2011-08-18,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,1100.0,True,True,,Tiered,3,False,2011
formadv_part2_1_extracted\104577_61869_1_20110825_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,"$1,100 [VERIFIED]",Yes,No,"2,3,4,5,10",29,57,55,7638,104577,61869,1,2011-08-25,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,1100.0,True,True,,Tiered,3,False,2011
formadv_part2_1_extracted\104577_62725_1_20110915_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,"$1,100 [VERIFIED]",Yes,No,"2,3,4,5,10",29,57,55,7638,104577,62725,1,2011-09-15,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,1100.0,True,True,,Tiered,3,False,2011
formadv_part2_1_extracted\104577_66252_1_20111220_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,"$1,100 [VERIFIED]",Yes,No,"2,3,4,5,10",29,57,55,7638,104577,66252,1,2011-12-20,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,1100.0,True,True,,Tiered,3,False,2011
formadv_part2_1_extracted\104577_67524_1_20120123_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,"$1,100 [VERIFIED]",Yes,No,"2,3,4,5,10",29,57,55,7638,104577,67524,1,2012-01-23,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,1100.0,True,True,,Tiered,3,False,2012
formadv_part2_1_extracted\104577_67524_2_20120202_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,"$1,100 [VERIFIED]",Yes,No,"2,3,4,5,10",29,57,55,7638,104577,67524,2,2012-02-02,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,1100.0,True,True,,Tiered,3,False,2012
formadv_part2_1_extracted\104577_78378_1_20120403_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,"$1,000 [VERIFIED]",Yes,No,"2,3,4,10",22,53,61,7913,104577,78378,1,2012-04-03,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1000.0,True,True,,Tiered,2,False,2012
formadv_part2_1_extracted\104577_78452_1_20120404_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001+ (Negotiable) [VERIFIED]",,,,,,"$1,000 [VERIFIED]",Yes,No,"2,3,4,10",22,53,61,7913,104577,78452,1,2012-04-04,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1000.0,True,True,,Tiered,2,False,2012
formadv_part2_1_extracted\104577_89209_1_20130102_fees_section.txt.txt,No,"$0 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $3,000,000 (1.75%) [VERIFIED]","$3,000,001 - $10,000,000 (1.50%) [VERIFIED]","$10,000,001+ (Negotiable) [VERIFIED]",,,,,$250 [VERIFIED],Yes,No,"2,3,4,5,10",28,57,52,6925,104577,89209,1,2013-01-02,$0 - $1000000 (2.00%),0.0,1000000.0,2.0,$1000001 - $3000000 (1.75%),1000001.0,3000000.0,1.75,$3000001 - $10000000 (1.50%),3000001.0,10000000.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,False,250.0,True,True,,Tiered,3,False,2013
